name,phone,cpf,sexo,state,city
Anthony Souza,(051) 0458 4702,675.923.410-34,M,('ES', 'Espírito Santo'),Fernandes
Sofia Duarte,+55 (061) 2180-0815,450.826.971-02,F,('MA', 'Maranhão'),Mendes de Minas
Augusto Caldeira,+55 (084) 9379-8840,275.916.038-68,F,('PI', 'Piauí'),Silveira
Clara Rezende,+55 (051) 7989 2347,175.328.904-14,F,('PE', 'Pernambuco'),Lima
Sarah Lopes,(031) 9816-8960,809.413.652-98,F,('SP', 'São Paulo'),Viana dos Dourados
Srta. Agatha Martins,+55 (051) 3040-5083,178.642.503-35,F,('TO', 'Tocantins'),Cavalcanti de da Mata
Luiz Otávio Azevedo,+55 51 4504 7588,786.195.402-11,M,('PE', 'Pernambuco'),Rodrigues
Vinicius Campos,0800-494-0986,781.456.239-28,M,('TO', 'Tocantins'),Caldeira
Vicente da Cruz,+55 61 3774-1298,017.869.453-39,M,('PA', 'Pará'),da Costa
Pedro Henrique Azevedo,+55 (071) 6816 9820,791.402.683-22,M,('RO', 'Rondônia'),Pinto de Rezende
Lorena Dias,51 5849 8697,783.451.620-53,M,('PE', 'Pernambuco'),da Cunha
Dra. Ana Luiza Viana,51 3000 8931,603.781.245-44,F,('RN', 'Rio Grande do Norte'),Pires
Letícia Gomes,+55 31 9953-3375,045.213.869-89,M,('MA', 'Maranhão'),Ribeiro
Vitor Costa,(084) 4184-2480,860.327.519-02,M,('PE', 'Pernambuco'),Nogueira
Pedro Miguel da Rosa,(041) 0849-9075,491.685.372-55,M,('RN', 'Rio Grande do Norte'),Ramos
Sr. João Felipe Melo,(061) 1924 4508,493.270.658-83,M,('AM', 'Amazonas'),Costa
Helena da Paz,41 0391 6132,429.186.037-40,F,('PI', 'Piauí'),Melo Paulista
Ana Julia Duarte,31 8385-3712,867.321.045-35,M,('PE', 'Pernambuco'),Martins
Pedro Miguel da Luz,+55 31 2556-2356,831.940.765-66,F,('AC', 'Acre'),Barros
Lucca Nogueira,81 2500-5122,962.754.103-61,M,('TO', 'Tocantins'),Pires de da Paz
Isabella Rocha,0300-098-8409,479.682.035-38,F,('AP', 'Amapá'),Nogueira
Pedro Gonçalves,84 2408-2315,873.102.569-21,M,('RJ', 'Rio de Janeiro'),da Luz
Maitê Gomes,+55 71 4784-5820,782.356.149-28,M,('RO', 'Rondônia'),Campos de das Neves
Srta. Camila Viana,31 2941-6779,386.952.410-33,F,('RN', 'Rio Grande do Norte'),Monteiro de Goiás
Ana Clara Correia,+55 (021) 9388-5368,049.267.138-96,F,('PB', 'Paraíba'),da Rosa
Eduarda Gonçalves,+55 (084) 5544 4464,190.536.248-05,M,('RR', 'Roraima'),Aragão
Eloah Fogaça,+55 81 0199 1383,460.579.231-70,F,('PR', 'Paraná'),Costa do Sul
Sra. Maria Julia Pinto,21 9232-8029,049.381.526-06,M,('AC', 'Acre'),Jesus Paulista
Dra. Natália da Paz,(081) 6490-8278,765.419.320-34,M,('MA', 'Maranhão'),Caldeira de Silva
Sr. Leonardo Rezende,+55 (081) 7255 7034,647.091.285-02,M,('DF', 'Distrito Federal'),Gomes
Gabrielly da Cunha,41 0119-5310,605.724.813-90,M,('PR', 'Paraná'),Pires de Moreira
Luiz Otávio da Paz,21 3661 3016,839.164.502-98,F,('SE', 'Sergipe'),Nunes da Praia
Marcelo Lopes,81 8500 9668,352.498.760-56,M,('PR', 'Paraná'),Sales
Isis Peixoto,(061) 8480-8715,012.356.978-86,M,('AC', 'Acre'),Teixeira das Flores
Dra. Sophia Viana,+55 31 9976-5843,279.814.053-60,F,('RS', 'Rio Grande do Sul'),Barros de Azevedo
Catarina Cavalcanti,71 4279-6633,824.593.716-91,F,('CE', 'Ceará'),da Cruz
Luigi Alves,71 0283 7664,375.412.809-41,F,('PA', 'Pará'),Porto
Davi Lucca Carvalho,+55 31 0939-4081,548.321.790-04,M,('AM', 'Amazonas'),Caldeira da Mata
Ana Julia Moreira,+55 84 5577-4392,849.635.217-09,F,('MT', 'Mato Grosso'),Silveira Alegre
Joana Monteiro,11 3201-2633,280.631.759-21,F,('BA', 'Bahia'),Pereira Verde
Guilherme da Mata,+55 (051) 5089-4837,346.017.859-01,F,('TO', 'Tocantins'),Barbosa do Amparo
Enzo Gabriel da Luz,41 8393 8894,204.367.598-29,F,('AP', 'Amapá'),Monteiro
Dr. Rodrigo Costela,0500-725-2813,074.689.123-78,M,('SE', 'Sergipe'),Rodrigues de da Rosa
Miguel Teixeira,(081) 7724-7461,675.921.483-82,F,('AM', 'Amazonas'),Rezende do Sul
Raquel Rocha,0500 223 6971,783.095.241-88,M,('PR', 'Paraná'),Caldeira da Prata
Eloah Santos,+55 31 2915-1073,431.607.829-13,F,('RR', 'Roraima'),da Rosa de Campos
Dra. Ana Júlia Azevedo,+55 (084) 5960-3651,714.389.265-37,M,('PB', 'Paraíba'),Ribeiro de Martins
Emilly Ferreira,0800-542-8812,156.743.928-46,F,('ES', 'Espírito Santo'),Barros
Clarice Lima,+55 (081) 2932 9424,290.587.643-38,F,('PE', 'Pernambuco'),Oliveira
Henrique Lopes,(084) 5638-7480,801.356.279-40,M,('PB', 'Paraíba'),Lopes
Gabriela Nunes,(061) 6212 0733,537.218.649-64,M,('TO', 'Tocantins'),Moreira de Viana
Thiago Sales,+55 41 2151-4796,032.519.467-06,F,('TO', 'Tocantins'),Gonçalves de Goiás
Srta. Isabel da Rocha,+55 71 6327-3593,690.345.128-51,F,('RN', 'Rio Grande do Norte'),Nascimento das Pedras
Luana da Rocha,+55 (041) 9108 3073,865.320.491-15,M,('RN', 'Rio Grande do Norte'),Moraes
Guilherme Pires,+55 (051) 7342-5700,419.206.378-69,F,('AP', 'Amapá'),da Rocha
Isadora Viana,(061) 5587 3327,916.452.378-00,F,('RO', 'Rondônia'),Moreira
Ana Carolina da Luz,+55 81 0941 6792,932.581.467-64,F,('PI', 'Piauí'),Castro de Nunes
Sr. Fernando Cavalcanti,+55 61 0578 8173,835.074.921-05,M,('DF', 'Distrito Federal'),Araújo do Campo
Kaique Santos,0800 948 3891,743.295.018-05,F,('AP', 'Amapá'),Moura
Yasmin Novaes,+55 (084) 5597 6505,326.857.019-40,F,('MA', 'Maranhão'),Aragão da Mata
Dra. Evelyn Martins,+55 84 6751-4764,396.207.584-47,M,('AP', 'Amapá'),Martins
Alexandre Fernandes,+55 11 6461-6287,415.328.679-64,M,('RJ', 'Rio de Janeiro'),Rezende
Srta. Olivia Ribeiro,0300 390 7309,528.136.409-05,F,('AC', 'Acre'),Jesus das Pedras
Ian Pinto,(041) 3152 7070,865.793.240-74,M,('DF', 'Distrito Federal'),Oliveira de Minas
Emanuella Carvalho,(021) 4692 4540,083.594.167-10,M,('AC', 'Acre'),da Cruz
Ana Clara Silva,(071) 8317-4638,296.830.471-22,F,('MG', 'Minas Gerais'),Cardoso
Letícia Nogueira,0800-205-8225,035.269.487-47,F,('CE', 'Ceará'),Viana de Barros
Carolina Pinto,+55 (031) 7388 4934,268.150.734-08,F,('SE', 'Sergipe'),Mendes
Nina da Paz,(011) 7483-0865,640.351.729-52,F,('PI', 'Piauí'),Moraes do Amparo
Maria Luiza Azevedo,+55 (084) 2997-3689,618.452.973-00,M,('CE', 'Ceará'),Gomes
Calebe Campos,(061) 6395 8561,470.258.936-92,F,('BA', 'Bahia'),Barbosa de Vieira
Igor Castro,0800 754 5098,916.203.478-22,F,('MS', 'Mato Grosso do Sul'),da Conceição
Vitória Alves,51 4638 6698,063.547.291-07,M,('MS', 'Mato Grosso do Sul'),Nascimento do Oeste
Caio Ribeiro,+55 51 7763 4988,795.801.243-88,F,('CE', 'Ceará'),Sales
Joaquim da Costa,0300-196-2185,152.643.089-42,F,('RN', 'Rio Grande do Norte'),da Costa
Luiz Fernando Costa,+55 (071) 1855 3519,496.783.012-96,M,('PA', 'Pará'),da Luz de Santos
Elisa Barros,(081) 7578 3209,217.034.958-88,M,('AL', 'Alagoas'),Oliveira do Norte
Fernando da Rocha,+55 21 8652 6071,791.286.305-21,M,('RS', 'Rio Grande do Sul'),Dias do Sul
Sarah Barbosa,+55 (081) 7072-6278,563.029.478-47,F,('RJ', 'Rio de Janeiro'),Melo
Anthony Teixeira,+55 (071) 6058 1253,560.178.394-20,M,('PA', 'Pará'),Carvalho
Lucca Moreira,(084) 8314-8206,502.819.367-30,F,('SP', 'São Paulo'),da Mata da Praia
Alícia Gonçalves,(051) 8852-0059,860.719.352-02,M,('PB', 'Paraíba'),Pinto de Minas
Dr. Vitor Hugo Pinto,61 5933 6089,546.203.791-07,M,('RO', 'Rondônia'),Monteiro de Goiás
Maitê Carvalho,21 2571-6590,942.038.756-92,M,('ES', 'Espírito Santo'),Porto das Pedras
Alícia Barros,+55 71 8582 8476,270.914.568-58,M,('RR', 'Roraima'),Campos de Goiás
Dra. Maria Clara Ferreira,0900-258-1622,067.359.128-02,M,('MS', 'Mato Grosso do Sul'),Nascimento de Peixoto
Thales Monteiro,+55 (081) 5416-6004,824.075.936-00,M,('AP', 'Amapá'),Rezende
Camila Ribeiro,0300 581 5682,586.230.714-17,M,('PB', 'Paraíba'),Peixoto
Dra. Cecília Viana,+55 41 1239-6224,196.734.508-20,M,('AM', 'Amazonas'),Ramos
Dra. Sofia Ribeiro,(051) 8747 7480,597.230.846-00,M,('AP', 'Amapá'),Fernandes
Clara da Luz,+55 (031) 4095-8243,305.268.741-71,M,('AM', 'Amazonas'),Carvalho
Diogo Oliveira,0300-070-7242,690.823.415-06,F,('SC', 'Santa Catarina'),Silveira
Stella Duarte,0300 474 3938,628.143.750-08,M,('BA', 'Bahia'),Duarte de Fernandes
Thales Oliveira,(071) 9536 2492,197.830.645-84,F,('SE', 'Sergipe'),Vieira
Maria Sophia da Cunha,+55 (041) 3390 4990,165.270.349-70,M,('SE', 'Sergipe'),Campos da Prata
Emanuella da Paz,71 0359-6048,593.072.486-56,F,('AL', 'Alagoas'),Mendes das Flores
Rafaela Nogueira,+55 71 2343-1263,390.412.876-04,M,('SP', 'São Paulo'),da Mota do Norte
João Lucas Pires,+55 41 3199-2524,347.120.958-14,F,('MA', 'Maranhão'),da Mota Verde
Alana Rocha,(061) 6164 2120,271.036.948-69,M,('SP', 'São Paulo'),Duarte de Alves
Alexandre Araújo,51 9789 4102,629.301.584-33,F,('MG', 'Minas Gerais'),Santos
Maria Cecília Gomes,+55 31 2383-7639,650.321.789-77,F,('SP', 'São Paulo'),Santos de Costa
Thomas Sales,81 0801-7501,213.705.964-99,F,('TO', 'Tocantins'),Ferreira
Fernando da Paz,+55 31 9632 4412,378.652.149-28,M,('RS', 'Rio Grande do Sul'),Fernandes do Oeste
Bryan Rodrigues,71 7730-8657,140.385.679-66,M,('MG', 'Minas Gerais'),Barros
Srta. Eduarda Pires,+55 (071) 2738-5874,568.239.710-02,M,('MG', 'Minas Gerais'),da Rocha do Campo
Clarice Farias,0500-655-2028,174.095.832-23,F,('RJ', 'Rio de Janeiro'),Carvalho de da Luz
Luiz Henrique Castro,+55 71 4334 1565,274.690.315-61,M,('MS', 'Mato Grosso do Sul'),Monteiro
João Pedro Aragão,(011) 3381-5103,490.768.315-48,F,('PA', 'Pará'),Novaes
Dra. Ana Laura Melo,+55 51 0194 0870,534.028.197-32,F,('CE', 'Ceará'),da Costa da Mata
João Lucas Barros,(051) 2769 6339,569.723.408-29,M,('MS', 'Mato Grosso do Sul'),Duarte de Aragão
Bernardo Pires,(061) 3162-1528,463.579.280-38,M,('TO', 'Tocantins'),Pereira do Norte
Pietro Barros,11 4904-3876,918.523.064-24,F,('SE', 'Sergipe'),Nunes
Larissa Carvalho,21 9693-6450,962.348.157-82,M,('RN', 'Rio Grande do Norte'),Viana
João Lucas Monteiro,+55 81 0657-8053,648.071.239-04,M,('TO', 'Tocantins'),da Cruz
Maria Eduarda Nunes,+55 (084) 0327 8715,601.825.743-26,F,('RN', 'Rio Grande do Norte'),Viana de Freitas
Maria Fernanda Duarte,81 0197 5627,719.564.320-43,F,('BA', 'Bahia'),Sales Alegre
Dr. Alexandre Mendes,+55 41 4780 6269,526.034.781-17,F,('RN', 'Rio Grande do Norte'),das Neves
Kamilly Melo,+55 71 3906 5766,143.209.657-52,F,('PI', 'Piauí'),da Mota de Silva
Renan Rodrigues,(021) 7948-5994,728.530.961-30,F,('PE', 'Pernambuco'),Aragão dos Dourados
Alexandre Lopes,41 2656 9928,896.345.207-74,M,('RR', 'Roraima'),da Mata
Dr. Luiz Fernando da Mata,(084) 1912 6463,985.206.371-59,M,('PR', 'Paraná'),Lopes de Rocha
Rafael Gonçalves,0800 036 6548,821.495.036-89,M,('AP', 'Amapá'),Costela
Bárbara Cardoso,(084) 7462 0988,184.029.573-23,M,('PE', 'Pernambuco'),Santos Paulista
Alícia Rezende,41 5928 3246,910.275.846-67,M,('AC', 'Acre'),Rodrigues Paulista
Thales Pinto,+55 (081) 3129 7432,201.987.643-40,F,('SP', 'São Paulo'),Lima da Prata
Thomas Castro,+55 51 5204 0307,418.956.207-67,F,('PI', 'Piauí'),Silva
Maria Fernanda da Costa,(061) 1899 4196,283.150.496-15,M,('PE', 'Pernambuco'),Rodrigues
Bárbara Pinto,(061) 3819-0710,253.019.746-61,M,('RO', 'Rondônia'),Melo
Srta. Luiza Vieira,(051) 4860-2116,043.795.812-41,F,('RR', 'Roraima'),Rocha
Sr. Diogo Azevedo,0900 400 7572,014.765.983-39,M,('MT', 'Mato Grosso'),Oliveira
Felipe Farias,(084) 8170-6550,305.418.627-07,M,('RR', 'Roraima'),da Conceição de Minas
Bruno Nascimento,(031) 6815-9841,530.284.671-35,M,('PR', 'Paraná'),Sales
Dr. Bernardo Viana,(061) 3448-6070,719.362.840-22,F,('AM', 'Amazonas'),Barros
Vitor Gabriel Correia,+55 (031) 8044 4866,268.419.503-05,M,('AC', 'Acre'),Fogaça
Sr. Yago Caldeira,+55 (051) 5304-5341,841.726.039-04,M,('SC', 'Santa Catarina'),Dias
Thiago Moraes,(084) 3167-9485,398.247.506-65,F,('GO', 'Goiás'),da Conceição Alegre
Manuela Nunes,51 5290 4285,413.809.576-48,F,('BA', 'Bahia'),Rodrigues de Araújo
Isabella Azevedo,41 2579-6817,394.817.520-97,F,('RR', 'Roraima'),Nogueira de Ramos
Ana Sophia Santos,(041) 9987 2029,873.452.690-00,M,('MT', 'Mato Grosso'),Novaes da Serra
Paulo Costa,+55 41 9326-1883,658.324.079-38,F,('MG', 'Minas Gerais'),da Paz
Sr. Miguel Cardoso,+55 (084) 5227 5237,174.028.563-80,F,('PB', 'Paraíba'),da Paz do Campo
Alexandre Pereira,+55 81 2968-5134,682.371.049-78,F,('SC', 'Santa Catarina'),da Paz do Galho
Samuel da Mata,84 5534 1177,058.726.314-80,M,('MS', 'Mato Grosso do Sul'),Sales Verde
Marina da Cruz,11 1736 1485,481.369.705-48,M,('PB', 'Paraíba'),Cardoso das Pedras
Bernardo Peixoto,(071) 3501-6410,329.816.574-37,M,('ES', 'Espírito Santo'),das Neves
Ana Laura Pires,81 0787 0117,239.076.581-59,M,('PE', 'Pernambuco'),da Cruz
Nina da Cunha,+55 (051) 1550-3131,356.478.129-37,M,('RS', 'Rio Grande do Sul'),Nogueira
Sr. João Pedro da Luz,(031) 4704-5122,604.857.921-76,M,('AP', 'Amapá'),Fogaça da Prata
Nina Cardoso,+55 71 8159-0248,029.146.835-70,M,('GO', 'Goiás'),Carvalho da Serra
Alexandre Nascimento,+55 71 3025-5528,410.976.582-01,M,('RR', 'Roraima'),Martins
Enrico da Conceição,+55 (061) 6636-8842,073.614.598-20,M,('AL', 'Alagoas'),Ribeiro
Ryan Ramos,(081) 8489 9992,915.436.702-61,M,('BA', 'Bahia'),das Neves Verde
Rodrigo Araújo,+55 (041) 2470-7577,908.265.413-05,F,('TO', 'Tocantins'),Peixoto
Alexandre Teixeira,31 4385-9953,173.285.960-40,F,('TO', 'Tocantins'),Souza do Sul
Dra. Raquel da Mata,+55 84 0757 3210,849.176.325-28,M,('AC', 'Acre'),Fogaça da Serra
Theo Peixoto,+55 (011) 3501 9773,179.280.354-05,M,('MS', 'Mato Grosso do Sul'),Cavalcanti da Mata
Dr. Vitor Hugo Pereira,(071) 0963-2114,836.972.150-86,F,('MA', 'Maranhão'),Ferreira da Mata
Enzo Gabriel Oliveira,+55 (031) 2904 9506,483.976.021-78,F,('ES', 'Espírito Santo'),Monteiro do Norte
Eduardo Ramos,+55 (081) 9723 5766,385.172.609-02,F,('GO', 'Goiás'),da Cruz
Melissa Novaes,+55 (011) 5686-0316,824.397.150-50,M,('RR', 'Roraima'),Cunha
Gabriel Barbosa,61 0208-0448,710.952.634-80,F,('AP', 'Amapá'),Lima
Emilly Cunha,+55 11 9771 1019,480.529.371-32,M,('RJ', 'Rio de Janeiro'),Silveira de Minas
Levi da Cruz,0500-370-7890,985.203.476-65,M,('AM', 'Amazonas'),Rocha Alegre
Sra. Sophie Vieira,84 0648-2143,804.615.923-98,M,('RR', 'Roraima'),Pinto das Pedras
Maitê Rezende,(071) 4997 1463,296.503.418-89,M,('BA', 'Bahia'),da Cruz de Nascimento
Sra. Joana Sales,+55 61 6244-1906,187.493.605-66,M,('SC', 'Santa Catarina'),Rocha de Barros
Levi Sales,(061) 9013 1000,914.258.037-41,F,('MG', 'Minas Gerais'),Fogaça da Mata
Gabriel Moreira,+55 81 8114-5426,486.530.912-89,M,('ES', 'Espírito Santo'),da Cruz de Jesus
Alícia Oliveira,+55 (011) 1726-9944,406.159.287-49,M,('RJ', 'Rio de Janeiro'),Jesus dos Dourados
Lorena Carvalho,+55 (084) 8147 9559,851.962.304-24,M,('PE', 'Pernambuco'),Moreira de Minas
Otávio Peixoto,(011) 6299-5348,593.874.162-91,F,('RN', 'Rio Grande do Norte'),Costela da Serra
Sophia Fogaça,+55 (061) 6628 8098,932.761.584-00,M,('PI', 'Piauí'),Campos
Lucas Alves,(011) 7548 5809,438.195.076-39,M,('TO', 'Tocantins'),Pinto das Pedras
Stella da Rocha,+55 61 8804-5481,931.285.764-91,M,('TO', 'Tocantins'),Moraes das Flores
Melissa Costa,+55 (011) 0506-5624,425.810.739-50,M,('SP', 'São Paulo'),Ferreira de Monteiro
Dr. Guilherme Caldeira,81 4651-0674,974.061.283-04,F,('AL', 'Alagoas'),Santos
Ana Laura Viana,+55 (071) 8986 4849,265.137.948-46,F,('SP', 'São Paulo'),da Mata Verde
João Gabriel Sales,(031) 4271-4568,120.754.386-17,M,('MG', 'Minas Gerais'),Gomes
Leandro das Neves,+55 (051) 4861 6420,358.971.024-14,F,('PE', 'Pernambuco'),Martins
Cecília da Mata,+55 31 9613-9548,089.531.426-60,F,('CE', 'Ceará'),Lopes
Levi da Rocha,41 1941 3653,638.927.514-55,M,('TO', 'Tocantins'),Campos
Enzo Silva,51 4614 8105,107.694.235-07,F,('AP', 'Amapá'),Pereira Alegre
Mirella Oliveira,(084) 1682-7782,130.782.456-08,F,('RJ', 'Rio de Janeiro'),da Conceição
Maria Sophia Jesus,(041) 1239 7945,894.216.735-73,F,('MT', 'Mato Grosso'),Cavalcanti
Maitê Ribeiro,+55 (071) 2333-3574,250.164.978-85,M,('SP', 'São Paulo'),da Luz
Srta. Catarina Pires,(084) 7071 6332,567.903.148-57,F,('PE', 'Pernambuco'),Carvalho das Flores
Srta. Maria Vitória Caldeira,71 1377-5835,791.230.854-79,F,('RN', 'Rio Grande do Norte'),Rezende
Sr. Leonardo Rocha,+55 61 4674-4663,482.719.560-94,F,('RS', 'Rio Grande do Sul'),Alves das Pedras
Maria Cecília Rocha,+55 (061) 2282-4686,950.678.432-92,M,('SC', 'Santa Catarina'),Gonçalves
Gabrielly Azevedo,+55 (081) 5224-3157,965.138.072-12,F,('PR', 'Paraná'),Rodrigues
Esther da Mata,+55 (011) 0595-9312,325.769.140-80,M,('AM', 'Amazonas'),Dias
Clara Fernandes,+55 41 2653-6961,036.817.294-50,F,('MA', 'Maranhão'),Cardoso das Flores
Emanuella Porto,+55 (051) 5320 2002,761.503.892-86,F,('RN', 'Rio Grande do Norte'),Jesus
Lorenzo da Paz,61 0997 4877,812.697.543-19,M,('DF', 'Distrito Federal'),Rocha
Lara Aragão,0500-485-3593,092.678.153-77,M,('PR', 'Paraná'),Castro do Amparo
Francisco Jesus,51 0684 9082,513.420.786-08,M,('SE', 'Sergipe'),da Cruz
Ana Laura Nascimento,+55 (071) 6038 7346,435.786.912-91,M,('AM', 'Amazonas'),Azevedo da Prata
Mariana Mendes,+55 (084) 0379-8586,512.830.647-07,F,('MT', 'Mato Grosso'),Fernandes da Prata
Maria Eduarda Fernandes,51 7586 2738,475.062.139-07,F,('SP', 'São Paulo'),Duarte das Pedras
Vitor Alves,61 9056 9964,175.908.324-05,F,('PB', 'Paraíba'),Correia de Porto
Murilo Nunes,(084) 5336 6396,715.206.384-26,M,('MT', 'Mato Grosso'),da Rosa de Goiás
Thales Cardoso,11 7708 1837,873.416.902-40,F,('BA', 'Bahia'),Nogueira
Pedro Miguel Ribeiro,(031) 3590 4696,509.146.287-20,M,('MT', 'Mato Grosso'),Mendes
Davi Lucas Caldeira,+55 81 4080-0567,240.789.561-49,F,('BA', 'Bahia'),Melo de Aragão
Srta. Mirella Souza,61 6059-5710,076.823.541-35,F,('AM', 'Amazonas'),Moreira
Sr. Vitor Hugo Costa,+55 41 3828 7149,951.247.836-64,M,('RS', 'Rio Grande do Sul'),Ribeiro de Nogueira
Ana Julia Alves,+55 (051) 5829 9383,019.584.736-93,F,('RS', 'Rio Grande do Sul'),Sales
Eduarda da Paz,(011) 2396-9976,136.592.840-33,M,('MG', 'Minas Gerais'),Pinto
Diogo Teixeira,+55 (021) 4108 5612,843.591.620-06,M,('PR', 'Paraná'),Nogueira de Ramos
João Lucas Viana,+55 (071) 9607 0497,240.873.965-92,F,('PE', 'Pernambuco'),da Paz de Goiás
João Felipe Monteiro,+55 (061) 6749-8044,150.386.924-51,M,('PI', 'Piauí'),da Costa de Goiás
Maria Luiza Rocha,51 5938 4203,379.460.581-01,M,('CE', 'Ceará'),Silveira
Camila Pinto,31 4058-6847,813.054.279-04,M,('PE', 'Pernambuco'),Oliveira
Sra. Julia Pinto,+55 11 1589 8201,190.348.627-04,M,('GO', 'Goiás'),Pinto
João Gabriel da Mota,0900-599-8667,986.475.230-83,M,('RN', 'Rio Grande do Norte'),Correia
Enzo Araújo,+55 81 0913-3829,869.052.714-11,F,('SP', 'São Paulo'),Moura
Rodrigo Nascimento,(071) 5263 6760,987.263.014-31,M,('AP', 'Amapá'),Monteiro da Mata
Luiz Felipe Monteiro,+55 (051) 0295 9228,348.706.915-66,M,('MT', 'Mato Grosso'),Porto do Oeste
Maria Alice Cunha,+55 84 1368-5236,803.194.725-23,F,('AL', 'Alagoas'),Gonçalves
Dra. Maria Sophia Mendes,+55 21 8583 0187,923.074.516-25,M,('PR', 'Paraná'),Nunes
Henrique Nogueira,81 8637-9986,607.485.312-62,F,('BA', 'Bahia'),Rodrigues do Campo
Emanuelly Farias,(061) 1350-2734,763.512.409-99,F,('MT', 'Mato Grosso'),Martins do Amparo
Natália Martins,+55 (061) 3666-0367,713.845.206-35,M,('PI', 'Piauí'),Pinto
Carolina Silva,51 7480 4504,698.274.301-22,F,('PE', 'Pernambuco'),Campos
Gabriela da Paz,51 1662 5448,598.401.736-93,M,('BA', 'Bahia'),Novaes
Yuri da Conceição,+55 (041) 9055 2670,592.103.487-88,F,('AM', 'Amazonas'),Alves
Augusto Ribeiro,+55 (051) 4372-5909,098.432.516-60,M,('MS', 'Mato Grosso do Sul'),Viana
João Gabriel das Neves,+55 (011) 0154-1827,503.267.481-80,M,('RN', 'Rio Grande do Norte'),da Luz de Moraes
Guilherme Farias,31 9573 6317,531.806.274-17,M,('PA', 'Pará'),Moraes Grande
Thales Nunes,+55 51 1259 1291,439.180.725-41,F,('MA', 'Maranhão'),Monteiro
Srta. Julia Rezende,+55 81 0415-6713,745.109.283-60,F,('RJ', 'Rio de Janeiro'),Moura
Marcela Freitas,(051) 4128-2274,934.021.657-16,F,('PA', 'Pará'),Moraes
Eduardo Costa,(011) 4956-8936,972.816.345-28,M,('RN', 'Rio Grande do Norte'),Rocha do Oeste
Guilherme da Rosa,(084) 9216-1813,680.973.421-03,F,('MT', 'Mato Grosso'),Porto Paulista
Joana Moraes,81 1917-2721,971.864.325-73,F,('RO', 'Rondônia'),Aragão da Praia
Maria Alice Cardoso,(021) 2755-2121,253.196.748-64,M,('MG', 'Minas Gerais'),Dias de Pinto
Lucas Almeida,31 9063-4802,379.046.125-34,F,('MA', 'Maranhão'),Rocha
Francisco Viana,(081) 9978-3285,253.704.981-05,F,('PI', 'Piauí'),Cavalcanti da Praia
Luiz Otávio Correia,+55 (061) 8550 4043,473.508.192-50,F,('AC', 'Acre'),Correia
Caio Silveira,+55 (021) 2360-5036,715.294.308-79,F,('MG', 'Minas Gerais'),das Neves
Thiago das Neves,+55 (041) 6604-2366,527.036.194-99,F,('RJ', 'Rio de Janeiro'),da Rocha de Cardoso
Thomas Castro,0500-369-5427,351.478.906-10,M,('PA', 'Pará'),Freitas do Campo
Vitória das Neves,+55 31 4769 0318,045.931.786-57,M,('AP', 'Amapá'),Castro
Ana Clara Sales,+55 51 0498 4479,078.546.123-07,F,('SE', 'Sergipe'),Araújo
Bryan da Cruz,+55 41 8770 9827,108.624.937-22,M,('MA', 'Maranhão'),Alves
Leonardo Fogaça,(051) 3123-1749,731.850.924-14,F,('AC', 'Acre'),Peixoto
Luiz Miguel Melo,51 6237 8956,681.759.340-93,F,('PB', 'Paraíba'),Souza de Teixeira
Daniela Castro,(021) 8899-0921,305.248.617-90,M,('MA', 'Maranhão'),Peixoto
Ana Julia Jesus,+55 41 2755-1490,839.657.012-40,F,('GO', 'Goiás'),Lopes de Mendes
Pedro Jesus,41 6788-5473,873.641.920-69,F,('AM', 'Amazonas'),Cavalcanti do Oeste
Joana Freitas,+55 (041) 9486-8997,483.025.197-23,F,('ES', 'Espírito Santo'),Cardoso da Mata
Srta. Carolina Sales,(081) 0637-8996,923.746.805-92,M,('DF', 'Distrito Federal'),Oliveira Alegre
Alexandre Carvalho,+55 21 1445-2570,826.371.490-78,M,('PI', 'Piauí'),Pires das Flores
Dra. Amanda Oliveira,31 1817-9351,481.650.297-11,F,('PR', 'Paraná'),Duarte
Juliana Jesus,+55 (071) 6974 2327,589.240.637-74,F,('AP', 'Amapá'),Araújo das Pedras
Cauã Martins,+55 (084) 9494-2250,921.856.403-05,M,('MS', 'Mato Grosso do Sul'),da Luz do Sul
Maria Azevedo,+55 84 4787-9741,762.049.351-43,M,('MA', 'Maranhão'),Gonçalves
Igor da Costa,+55 21 8624-5028,093.847.652-10,M,('DF', 'Distrito Federal'),das Neves
João Miguel Correia,+55 31 4400 5923,186.390.245-70,F,('PI', 'Piauí'),Fernandes Paulista
Emanuella Cardoso,(081) 5389 3410,753.198.264-19,M,('SP', 'São Paulo'),Rezende do Oeste
Sra. Laura Viana,+55 (084) 5477-1167,036.725.491-34,F,('GO', 'Goiás'),Ferreira de Castro
Isadora Rezende,(051) 3078 4577,431.597.628-82,F,('SE', 'Sergipe'),Moraes do Amparo
Dr. João Vitor Sales,+55 (071) 9375 4070,814.762.509-01,M,('MA', 'Maranhão'),Cardoso
Davi Luiz da Mota,+55 (011) 3122 0614,087.921.654-94,M,('SC', 'Santa Catarina'),Silva de Pereira
Nicole Nogueira,31 6646-8641,354.082.197-04,M,('MT', 'Mato Grosso'),Pereira do Galho
Benício Farias,+55 (061) 8828 1971,851.963.427-37,M,('DF', 'Distrito Federal'),Araújo
Pedro Lucas Rezende,+55 (041) 5340-2619,457.169.832-19,M,('GO', 'Goiás'),Fogaça
